Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,153.0,22.22%,22.88%,58.17%,29.41%,3.27%,25.49%,9.80%,5.88%,7.84%,1.96%,3.92%
Sinker,3.0,66.67%,0.00%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Slider,22.0,40.91%,22.73%,45.45%,18.18%,9.09%,18.18%,0.00%,4.55%,13.64%,0.00%,4.55%
Cutter,36.0,30.56%,33.33%,47.22%,13.89%,11.11%,22.22%,8.33%,5.56%,5.56%,2.78%,0.00%
Split,7.0,42.86%,28.57%,42.86%,14.29%,14.29%,14.29%,14.29%,0.00%,0.00%,0.00%,0.00%
