Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,13.0,30.77%,61.54%,15.38%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Sinker,3.0,66.67%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Slider,2.0,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
