Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,6.0,33.33%,66.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Sinker,6.0,33.33%,50.00%,16.67%,0.00%,0.00%,16.67%,16.67%,0.00%,0.00%,0.00%,0.00%
Slider,1.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
