Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,22.0,27.27%,13.64%,72.73%,31.82%,13.64%,27.27%,13.64%,13.64%,0.00%,0.00%,0.00%
Sinker,9.0,11.11%,33.33%,77.78%,33.33%,22.22%,22.22%,11.11%,11.11%,0.00%,0.00%,0.00%
Change,1.0,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
Slider,11.0,18.18%,27.27%,81.82%,36.36%,27.27%,18.18%,9.09%,9.09%,0.00%,0.00%,0.00%
Curve,5.0,40.00%,0.00%,60.00%,20.00%,0.00%,40.00%,40.00%,0.00%,0.00%,0.00%,0.00%
Cutter,5.0,20.00%,0.00%,80.00%,20.00%,0.00%,60.00%,40.00%,0.00%,20.00%,0.00%,0.00%
Split,1.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
