Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,9.0,44.44%,22.22%,44.44%,22.22%,11.11%,11.11%,0.00%,11.11%,0.00%,0.00%,0.00%
Sinker,2.0,0.00%,50.00%,100.00%,0.00%,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%
Slider,1.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Cutter,1.0,0.00%,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Split,1.0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
