Pitch Type,Count,Ball,Strike,Swing,Foul,Whiffs,BIP,GB,LD,FB,PU,HR
Fourseam,275.0,25.09%,18.91%,67.27%,32.36%,12.00%,23.64%,9.09%,7.27%,6.18%,1.09%,1.82%
Sinker,13.0,23.08%,30.77%,61.54%,15.38%,23.08%,30.77%,15.38%,15.38%,0.00%,0.00%,0.00%
Change,15.0,53.33%,6.67%,46.67%,26.67%,6.67%,13.33%,6.67%,0.00%,6.67%,0.00%,0.00%
Slider,51.0,27.45%,27.45%,58.82%,23.53%,13.73%,21.57%,5.88%,5.88%,9.80%,0.00%,1.96%
Curve,45.0,46.67%,22.22%,44.44%,20.00%,13.33%,11.11%,4.44%,0.00%,6.67%,0.00%,2.22%
Cutter,88.0,19.32%,27.27%,71.59%,32.95%,18.18%,19.32%,7.95%,3.41%,4.55%,3.41%,1.14%
Split,84.0,46.43%,22.62%,46.43%,15.48%,15.48%,14.29%,5.95%,3.57%,4.76%,0.00%,0.00%
